problem_id,variant_type,model,raw_response,behavioral_correct,correct_answer,problem_family,contamination_pole,difficulty
GSM_011,canonical,google/gemini-2.5-flash,"Here's how to solve the problem:

**1. Calculate water used for giant cubes:**
* 8 giant cubes * 12 grams/cube = 96 grams

**2. Calculate water used for medium cubes:**
* 13 medium cubes * 11 grams/cube = 143 grams

**3. Calculate water used for small cubes:**
* 15 small cubes * (1/5) gram/cube = 3 grams

**4. Calculate total water used:**
* 96 grams + 143 grams + 3 grams = 242 grams

**5. Calculate water remaining:**
* 328 grams (total) - 242 grams (used) = 86 grams

**Answer:** Pavel has 86 grams of water left.",True,86,arithmetic_reasoning,medium,medium
GSM_012,canonical,google/gemini-2.5-flash,"**1. Plants on ledges initially:**
* Camila has 52 window ledges * 7 potted plants/ledge = 364 potted plants.

**2. Plants received:**
* She received 29 new potted plants.

**3. Total plants before giving any away:**
* 364 potted plants + 29 new potted plants = 393 potted plants.

**4. Plants given away:**
* She gives away 6 potted plants/ledge * 52 ledges = 312 potted plants.

**5. Remaining plants:**
* 393 total plants - 312 plants given away = 81 potted plants.

Camila will remain with **81** potted plants.",True,81,arithmetic_reasoning,medium,medium
GSM_013,canonical,google/gemini-2.5-flash,"Let $d_b$ be the distance Mia walks on the beach, and $d_s$ be the distance Mia walks on the sidewalk.
We are given that $d_b = 12$ kilometers and $d_s = 12$ kilometers.
Let $r_b$ be Mia's speed on the beach, and $r_s$ be Mia's speed on the sidewalk.
We are given that $r_s = 2r_b$.
Let $t_b$ be the time Mia spends walking on the beach, and $t_s$ be the time Mia spends walking on the sidewalk.
We are given that $t_b = 60$ minutes.

We know that distance = rate $\times$ time.
For the beach, we have $d_b = r_b \times t_b$.
So, $12 = r_b \times 60$.
Solving for $r_b$, we get $r_b = \frac{12}{60} = \frac{1}{5}$ kilometers per minute.

Since $r_s = 2r_b$, we have $r_s = 2 \times \frac{1}{5} = \frac{2}{5}$ kilometers per minute.

For the sidewalk, we have $d_s = r_s \times t_s$.
So, $12 = \frac{2}{5} \times t_s$.
Solving for $t_s$, we get $t_s = \frac{12 \times 5}{2} = 30$ minutes.

The total time for her to complete the entire 24-kilometer walk is $t_b + t_s$.
Total time = $60 + 30 = 90$ minutes.

The final answer is $\boxed{90}$.",True,90,arithmetic_reasoning,medium,medium
GSM_014,canonical,google/gemini-2.5-flash,"Let's break this down step-by-step:

**1. Total cleaning time needed:**

* 210 floors * 20 minutes/floor = 4200 minutes

**2. Total available working time:**

* 10 days * 10 hours/day = 100 hours
* Convert hours to minutes: 100 hours * 60 minutes/hour = 6000 minutes

**3. Average cleaning time per day (if they clean all floors in 10 days):**

* 4200 minutes / 10 days = 420 minutes/day

**4. Percentage of their day spent cleaning:**

* (Average cleaning time per day / Total working time per day) * 100
* (420 minutes / (10 hours * 60 minutes/hour)) * 100
* (420 minutes / 600 minutes) * 100
* 0.7 * 100 = 70%

**Therefore, on average, the maintenance worker spends 70% of their day cleaning floors.**",True,70,arithmetic_reasoning,medium,medium
GSM_015,canonical,google/gemini-2.5-flash,"Let's first determine the rounded price for each type of plant.
Given prices:
Tulips: €2.25 per bundle
Roses: €5.13 per bundle
Sunflowers: €5.47 per bundle

Viktor rounds all prices to the nearest dollar.

For tulips:
The price is €2.25. The nearest whole dollar is €2 (since 0.25 is less than 0.50).

For roses:
The price is €5.13. The nearest whole dollar is €5 (since 0.13 is less than 0.50).

For sunflowers:
The price is €5.47. The nearest whole dollar is €5 (since 0.47 is less than 0.50).

Now, let's calculate the total earnings for each type of plant with the rounded prices.
Number of bundles sold:
Tulips: 12 bundles
Roses: 29 bundles
Sunflowers: 37 bundles

Earnings from tulips:
Number of bundles × Rounded price per bundle = 12 × €2 = €24

Earnings from roses:
Number of bundles × Rounded price per bundle = 29 × €5 = €145

Earnings from sunflowers:
Number of bundles × Rounded price per bundle = 37 × €5 = €185

Finally, let's calculate the total amount Viktor will make by summing the earnings from all plant types.
Total earnings = Earnings from tulips + Earnings from roses + Earnings from sunflowers
Total earnings = €24 + €145 + €185
Total earnings = €169 + €185
Total earnings = €354

The final answer is $\boxed{354}$.",True,354,arithmetic_reasoning,medium,hard
GSM_016,canonical,google/gemini-2.5-flash,"Let's break down the weight of each item the farmer buys:

*   **Wheat:** 6 boxes * 4 pounds/box = 24 pounds
*   **Cucumbers:** 12 bags * 5 pounds/bag = 60 pounds
*   **Apples:** 32 packs * 43 pounds/pack = 1376 pounds
*   **Corns:** 18 sacks * 15 pounds/sack = 270 pounds
*   **Grocery:** 43 pounds
*   **Tools:** 27 pounds

Now, let's calculate the total weight of all items:
24 + 60 + 1376 + 270 + 43 + 27 = 1800 pounds

Each farm truck can carry 120 pounds.
To find out how many trips one truck would need, we divide the total weight by the truck's capacity:
1800 pounds / 120 pounds/trip = 15 trips

The farmer has three trucks. To find out how many trips are needed with three trucks, we divide the total single-truck trips by the number of trucks:
15 trips / 3 trucks = 5 trips

The farmer needs 5 trips to transport all the items.

The final answer is $\boxed{5}$",True,5,arithmetic_reasoning,medium,hard
GSM_017,canonical,google/gemini-2.5-flash,"Let C_F, P_F be the number of boxes of cookies and orange pies Liam sold on Friday, respectively.
Let C_S, P_S be the number of boxes of cookies and orange pies Liam sold on Saturday, respectively.
Let C_U, P_U be the number of boxes of cookies and orange pies Liam sold on Sunday, respectively.

From the problem statement, we have the following information:
1.  On Friday, he sold 25 boxes of cookies.
    C_F = 25

2.  On Friday, he sold 13 fewer boxes of orange pie than on Saturday.
    P_F = P_S - 13

3.  On Saturday, he sold 11 more boxes of cookies than on Friday.
    C_S = C_F + 11
    C_S = 25 + 11
    C_S = 36

4.  On Saturday, he sold 22 boxes of orange pie.
    P_S = 22

Now we can find P_F:
P_F = P_S - 13
P_F = 22 - 13
P_F = 9

5.  On Sunday, he sold as much as he did in the past two days combined.
    C_U = C_F + C_S
    C_U = 25 + 36
    C_U = 61

    P_U = P_F + P_S
    P_U = 9 + 22
    P_U = 31

Now we have the number of boxes sold for each item on each day:
Friday:
Cookies (C_F) = 25
Orange Pies (P_F) = 9

Saturday:
Cookies (C_S) = 36
Orange Pies (P_S) = 22

Sunday:
Cookies (C_U) = 61
Orange Pies (P_U) = 31

The cookie cost ¥12 and the orange pie cost ¥21.

Calculate the earnings for each day:
Friday's earnings (E_F):
E_F = (C_F * 12) + (P_F * 21)
E_F = (25 * 12) + (9 * 21)
E_F = 300 + 189
E_F = ¥489

Saturday's earnings (E_S):
E_S = (C_S * 12) + (P_S * 21)
E_S = (36 * 12) + (22 * 21)
E_S = 432 + 462
E_S = ¥894

Sunday's earnings (E_U):
E_U = (C_U * 12) + (P_U * 21)
E_U = (61 * 12) + (31 * 21)
E_U = 732 + 651
E_U = ¥1383

Total earnings for the three days:
Total_Earnings = E_F + E_S + E_U
Total_Earnings = 489 + 894 + 1383
Total_Earnings = ¥2766

Average daily earning = Total_Earnings / Number of days
Average daily earning = 2766 / 3
Average daily earning = ¥922

The final answer is $\boxed{922}$.",True,922,arithmetic_reasoning,medium,hard
GSM_018,canonical,google/gemini-2.5-flash,"Let's break down the problem step-by-step to find out how many points Emma is sure to get.

**1. Calculate the number of questions in each subject:**

*   **Total questions:** 80
*   **Physics questions:** 25% of 80 = 0.25 * 80 = 20 questions
*   **Algebra questions:** 15% of 80 = 0.15 * 80 = 12 questions

*   **Remaining questions:** 80 - 20 - 12 = 48 questions
*   **Chemistry and History questions:** The remaining questions are equally divided, so:
    *   Chemistry questions: 48 / 2 = 24 questions
    *   History questions: 48 / 2 = 24 questions

**2. Calculate the number of questions Emma is sure to get correct in each subject:**

*   **Algebra:** 25% of algebra questions = 0.25 * 12 = 3 questions
*   **Physics:** 10% of physics questions = 0.10 * 20 = 2 questions
*   **Chemistry:** 1/3 of chemistry questions = (1/3) * 24 = 8 questions
*   **History:** 1/3 of history questions = (1/3) * 24 = 8 questions

**3. Calculate the total number of points Emma is sure to get:**

Add the number of correct questions from each subject:
Total correct questions = 3 (Algebra) + 2 (Physics) + 8 (Chemistry) + 8 (History)
Total correct questions = 21

Therefore, Emma is sure to get 21 points.

The final answer is $\boxed{21}$.",True,21,arithmetic_reasoning,medium,hard
GSM_019,canonical,google/gemini-2.5-flash,"Let's break down Tariq's TV watching for each day.

*   **Friday:** 3-hour episode = 3 hours
*   **Saturday:** 3-hour episode = 3 hours
*   **Sunday:** Let 'x' be the number of 45-minute episodes.
    *   Time watched on Sunday = x * 45 minutes
    *   Convert to hours: x * (45/60) hours = x * (3/4) hours
*   **Monday:** 4-hour episode + 15-minute show
    *   15 minutes = 15/60 hours = 1/4 hours
    *   Total Monday = 4 + 1/4 = 4.25 hours
*   **Tuesday:** Four 2-hour episodes = 4 * 2 = 8 hours
*   **Wednesday:** Three 30-minute episodes
    *   30 minutes = 30/60 hours = 1/2 hours
    *   Total Wednesday = 3 * (1/2) = 1.5 hours

Now, let's sum up the known TV watching times:
Friday + Saturday + Monday + Tuesday + Wednesday
3 + 3 + 4.25 + 8 + 1.5 = 19.75 hours

Tariq watched a total of 22 hours of TV.
So, the time he watched on Sunday is the total minus the known times:
Sunday TV time = 22 - 19.75 = 2.25 hours

We know that on Sunday, he watched 'x' episodes of a 45-minute show.
Time watched on Sunday = x * (3/4) hours

So, x * (3/4) = 2.25
To solve for x, first convert 2.25 to a fraction: 2.25 = 9/4

x * (3/4) = 9/4

Multiply both sides by 4:
3x = 9

Divide by 3:
x = 3

Tariq watched 3 45-minute episodes on Sunday.

The final answer is $\boxed{3}$",True,3,arithmetic_reasoning,medium,hard
GSM_020,canonical,google/gemini-2.5-flash,"Here's how we can solve this problem step-by-step:

1. **Total eggs:** Zahra hid 10 dozen eggs, which is 10 * 12 = 120 eggs.

2. **Ava's eggs:** Ava found 3 eggs.

3. **Quinn's eggs:** Quinn found 6 times as many as Ava, so Quinn found 6 * 3 = 18 eggs.

4. **Sophia's eggs:** Sophia found 3 less than Quinn, so Sophia found 18 - 3 = 15 eggs.

5. **Esteban's eggs:** Esteban found 1/5 as many as Sophia, so Esteban found (1/5) * 15 = 3 eggs.

6. **Fatima's eggs:**
   * Quinn and Ava combined found 18 + 3 = 21 eggs.
   * Fatima found three dozen more than that, which is 3 * 12 = 36 eggs.
   * So, Fatima found 21 + 36 = 57 eggs.

7. **Eggs found in total:** Add up the eggs each person found: 3 + 18 + 15 + 3 + 57 = 96 eggs.

8. **Eggs still hidden:** Subtract the found eggs from the total eggs: 120 - 96 = 24 eggs.

**Therefore, there are 24 eggs still hidden in the yard.**",True,24,arithmetic_reasoning,medium,hard
GSM_001,W1,google/gemini-2.5-flash,"Let's break down the cost of the 86-minute call:

* **First 20 minutes:** The rate is $0.9 per minute.
   Cost = 20 minutes * $0.9/minute = $18.00

* **Remaining minutes:** The call is 86 minutes long, and the first 20 minutes have been accounted for.
   Remaining minutes = 86 minutes - 20 minutes = 66 minutes
   The rate for these remaining minutes is $0.5 per minute.
   Cost = 66 minutes * $0.5/minute = $33.00

* **Total Cost:**
   Total Cost = Cost of first 20 minutes + Cost of remaining minutes
   Total Cost = $18.00 + $33.00 = $51.00

The total cost of an 86-minute call is **$51.00**.",True,51,arithmetic_reasoning,high,medium
GSM_002,W1,google/gemini-2.5-flash,"**1. Find the number of boys:**

* The number of girls is 18.
* The number of boys is two-thirds of the number of girls.
* Boys = (2/3) * 18 
* Boys = 12

**2. Calculate the total number of kids:**

* Total kids = Number of girls + Number of boys
* Total kids = 18 + 12
* Total kids = 30

**Therefore, there are a total of 30 kids in the park.**",True,30,arithmetic_reasoning,high,easy
GSM_003,W1,google/gemini-2.5-flash,"**1. Yellow Cards:**
* 50% of 30 purple cards = 0.50 * 30 = 15 yellow cards
* Total yellow cards = 30 (purple) + 15 (50% extra) = 45 yellow cards

**2. Blue Cards:**
* Combined total of purple and yellow = 30 + 45 = 75 cards
* Therefore, blue cards = 75 cards

**3. Total Cards:**
* Total cards = Purple + Yellow + Blue
* Total cards = 30 + 45 + 75 = **150 cards**

",True,150,arithmetic_reasoning,high,medium
GSM_004,W1,google/gemini-2.5-flash,"Here's how to calculate the painter's total earnings over a year:

1.  **Days worked per month:**
    *   2 weeks/month * 6 days/week = 12 days/month

2.  **Earnings per month:**
    *   12 days/month * £150/day = £1800/month

3.  **Earnings per year:**
    *   £1800/month * 12 months/year = £21,600

**Therefore, the painter's total earnings over the course of a year are £21,600.**",True,21600,arithmetic_reasoning,high,easy
GSM_005,W1,google/gemini-2.5-flash,"Let's break down Liam's learning schedule step by step:

**1. Daily Class Minutes:**

* Regular periods: 6 periods/day * 60 minutes/period = 360 minutes/day
* Additional class: 1 class/day * 60 minutes/class = 60 minutes/day
* Total daily class time: 360 minutes + 60 minutes = 420 minutes/day

**2. Weekly Class Minutes (School Days):**

* Liam goes to school 6 days a week.
* Weekly school class time: 420 minutes/day * 6 days/week = 2520 minutes/week

**3. Extra Learning on Weekends:**

* Total weekly class minutes: 2520 minutes
* Extra learning per weekend day (Saturday and Sunday): (1/7) * 2520 minutes = 360 minutes/day
* Total weekend extra learning: 360 minutes/day * 2 days = 720 minutes

**4. Total Weekly Learning Minutes:**

* Total weekly learning: 2520 minutes (school) + 720 minutes (weekend extra) = 3240 minutes

**5. Convert Total Weekly Learning to Hours:**

* 3240 minutes / 60 minutes/hour = 54 hours

**Answer:** Liam spends a total of **54 hours** per week learning.",True,54,arithmetic_reasoning,high,hard
GSM_006,W1,google/gemini-2.5-flash,"Let's break down the problem step-by-step:

**1. Initial Cost:**
Kayla purchases 10 shares at $56 per share.
Initial cost = 10 shares * $56/share = $560

**2. Value After Year 1:**
The price goes up by 30% in the first year.
Increase in price = 30% of $56 = 0.30 * $56 = $16.80
Price per share after year 1 = Original price + Increase = $56 + $16.80 = $72.80
Value of shares after year 1 = 10 shares * $72.80/share = $728

**3. Value After Year 2:**
In the second year, the price falls by 25%. This fall is calculated on the price at the *end of the first year*.
Decrease in price = 25% of $72.80 = 0.25 * $72.80 = $18.20
Price per share after year 2 = Price after year 1 - Decrease = $72.80 - $18.20 = $54.60
Total value of Kayla's shares at the end of the second year = 10 shares * $54.60/share = $546

**Alternatively, using multipliers:**

*   **Initial Value:** $560
*   **After Year 1 (30% increase):** Multiply by (1 + 0.30) = 1.30
    Value after Year 1 = $560 * 1.30 = $728
*   **After Year 2 (25% decrease):** Multiply by (1 - 0.25) = 0.75
    Value after Year 2 = $728 * 0.75 = $546

The total value of Kayla's shares at the end of the second year is **$546**.",True,546,arithmetic_reasoning,high,medium
GSM_007,W1,google/gemini-2.5-flash,"Here's how to solve the problem:

* **Total rental time:** 5 PM - 1 PM = 4 hours
* **Free hours:** 2 hours
* **Paid hours:** 4 hours - 2 hours = 2 hours

Now let's calculate the cost of the paid hours:

* **First paid hour:** $10
* **Second paid hour:** $10 * 2 = $20

**Total amount Kai paid:** $10 + $20 = $30

Therefore, Kai paid a total of **$30**.",True,30,arithmetic_reasoning,high,hard
GSM_008,W1,google/gemini-2.5-flash,"Let's break this down day by day.

*   **Day 0 (Initial infection):** 16 people are infected.

*   **Day 1:**
    *   The 16 infected people each pass the virus to 3 others, so $16 \times 3 = 48$ new people are infected.
    *   Total infected people after Day 1: $16 \text{ (initial)} + 48 \text{ (new)} = 64$ people.

*   **Day 2:**
    *   The 64 people who were infected (before today's new infections) each pass the virus to 3 others. So, $64 \times 3 = 192$ new people are infected.
    *   Total infected people after Day 2: $64 \text{ (from Day 1)} + 192 \text{ (new)} = 256$ people.

*   **Day 3:**
    *   The 256 people who were infected (before today's new infections) each pass the virus to 3 others. So, $256 \times 3 = 768$ new people are infected.
    *   Total infected people after Day 3: $256 \text{ (from Day 2)} + 768 \text{ (new)} = 1024$ people.

The total number of infected people after 3 days is **1024**.

**Alternatively, using a pattern:**

Notice that the number of infected people multiplies by 4 each day:
*   Day 0: 16
*   Day 1: $16 \times 4 = 64$
*   Day 2: $64 \times 4 = 256$
*   Day 3: $256 \times 4 = 1024$

This is because an infected person (1) plus the 3 new people they infect makes 4 people in total who are now infected (or were already infected).",False,1024,arithmetic_reasoning,high,medium
GSM_009,W1,google/gemini-2.5-flash,"Here's how to solve the problem:

**1. Calculate eggs consumed in the first period:**

* Days: 84
* Eggs per day: 5
* Total eggs: 84 days * 5 eggs/day = 420 eggs

**2. Calculate eggs consumed in the second period:**

* Days: 24
* Eggs per day: 7
* Total eggs: 24 days * 7 eggs/day = 168 eggs

**3. Calculate the total eggs consumed:**

* Total eggs = 420 eggs + 168 eggs = 588 eggs

**4. Convert total eggs to dozens:**

* Eggs per dozen: 12
* Total dozens = 588 eggs / 12 eggs/dozen = 49 dozens

**Answer:** Nia needs 49 dozens of eggs in total over these 108 days.",False,49,arithmetic_reasoning,high,medium
GSM_010,W1,google/gemini-2.5-flash,"Let's break down the popping process step-by-step:

* **Initial 30 seconds:** 60 kernels pop.

* **Following 30 seconds:** 4 times the initial number pop, so $4 \times 60 = 240$ kernels pop.

* **Next 30 seconds:** The rate rises to 6 times the initial rate, so $6 \times 60 = 360$ kernels pop.

* **Last 30 seconds on the heat:** The rate drops to half of what it was in the previous 30 seconds. So, $\frac{1}{2} \times 360 = 180$ kernels pop.

* **Residual heat:** A quarter of the kernels that popped in the final 30 seconds (which was 180) also pop. So, $\frac{1}{4} \times 180 = 45$ kernels pop.

Now, let's add up all the popped kernels:
$60 + 240 + 360 + 180 + 45 = 885$

Zahra ends up with a total of **885** popcorn pieces.",True,885,arithmetic_reasoning,medium,medium
GSM_011,W1,google/gemini-2.5-flash,"Here's how to solve the problem:

**1. Calculate water used for giant cubes:**
* 8 giant cubes * 12 grams/cube = 96 grams

**2. Calculate water used for medium cubes:**
* 13 medium cubes * 11 grams/cube = 143 grams

**3. Calculate water used for small cubes:**
* 15 small cubes * (1/5) gram/cube = 3 grams

**4. Calculate total water used:**
* 96 grams (giant) + 143 grams (medium) + 3 grams (small) = 242 grams

**5. Calculate water remaining:**
* 328 grams (total) - 242 grams (used) = 86 grams

**Answer: 86 grams of water remain unused.**",True,86,arithmetic_reasoning,medium,medium
GSM_012,W1,google/gemini-2.5-flash,"Let's break this problem down step-by-step:

**1. Initial number of plants:**
* Camila has 7 potted plants per ledge.
* She has 52 window ledges.
* Initial plants = 7 plants/ledge * 52 ledges = 364 plants

**2. Plants after nursery visit:**
* She got 29 additional potted plants.
* Total plants = 364 plants + 29 plants = 393 plants

**3. Plants given away:**
* She plans to give away 6 plants from every ledge.
* Number of ledges = 52
* Plants given away = 6 plants/ledge * 52 ledges = 312 plants

**4. Plants remaining:**
* Plants remaining = Total plants - Plants given away
* Plants remaining = 393 plants - 312 plants = 81 plants

**Answer:** Camila will be left with 81 potted plants.",True,81,arithmetic_reasoning,medium,medium
GSM_013,W1,google/gemini-2.5-flash,"Here's how to solve this problem step-by-step:

**1. Calculate speed on the beach:**

* Mia walks 12 kilometers on the beach in 60 minutes.
* Speed = Distance / Time
* Speed on beach = 12 km / 60 minutes = 0.2 km/minute

**2. Calculate speed on the sidewalk:**

* Her speed on the sidewalk is twice her speed on the beach.
* Speed on sidewalk = 2 * 0.2 km/minute = 0.4 km/minute

**3. Calculate time spent on the sidewalk:**

* Mia walks 12 kilometers on the sidewalk.
* Time = Distance / Speed
* Time on sidewalk = 12 km / 0.4 km/minute = 30 minutes

**4. Total time:**

* Total time = Time on beach + Time on sidewalk
* Total time = 60 minutes + 30 minutes = 90 minutes

**Answer:** It takes Mia a total of 90 minutes to finish her full 24-kilometer walk.",False,90,arithmetic_reasoning,medium,medium
GSM_014,W1,google/gemini-2.5-flash,"Here's how to solve this problem step-by-step:

**1. Calculate total cleaning time needed:**

* Total floors: 210
* Time per floor: 20 minutes
* Total cleaning time = 210 floors * 20 minutes/floor = 4200 minutes

**2. Convert total cleaning time to hours:**

* 4200 minutes / 60 minutes/hour = 70 hours

**3. Calculate total available work hours:**

* Work days: 10 days
* Hours per day: 10 hours
* Total available work hours = 10 days * 10 hours/day = 100 hours

**4. Calculate daily cleaning hours:**

* The worker needs to clean 70 hours worth of floors over 10 days.
* Daily cleaning hours = 70 hours / 10 days = 7 hours/day

**5. Calculate the percentage of daily hours used for cleaning:**

* Daily cleaning hours: 7 hours
* Total daily work hours: 10 hours
* Percentage = (Daily cleaning hours / Total daily work hours) * 100
* Percentage = (7 / 10) * 100 = 70%

**Answer:** On average, 70% of the worker's daily hours is used for cleaning floors.",True,70,arithmetic_reasoning,medium,medium
