problem_id,model,family,subtype,VAR,acc_canonical,acc_W1,acc_W2,acc_W3,acc_W4,acc_W5,acc_W6
CC_01,google/gemini-2.5-flash,ALGO,coin_change,0.0,1.0,1.0,1.0,1.0,1.0,,
CC_02,google/gemini-2.5-flash,ALGO,coin_change,0.0,1.0,1.0,1.0,1.0,1.0,,
CC_03,google/gemini-2.5-flash,ALGO,coin_change,0.0,1.0,1.0,1.0,1.0,1.0,,
CC_031,google/gemini-2.5-flash,ALGO,coin_change,1.0,1.0,0.0,0.0,0.0,1.0,,0.0
CC_032,google/gemini-2.5-flash,ALGO,coin_change,1.0,0.0,0.0,0.0,0.0,1.0,,0.0
CC_033,google/gemini-2.5-flash,ALGO,coin_change,1.0,0.0,0.0,0.0,0.0,0.0,,1.0
CC_034,google/gemini-2.5-flash,ALGO,coin_change,1.0,1.0,1.0,0.0,0.0,0.0,,1.0
CC_035,google/gemini-2.5-flash,ALGO,coin_change,1.0,0.0,0.0,0.0,0.0,1.0,,0.0
CC_036,google/gemini-2.5-flash,ALGO,coin_change,1.0,0.0,0.0,0.0,0.0,0.0,,1.0
CC_037,google/gemini-2.5-flash,ALGO,coin_change,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
CC_038,google/gemini-2.5-flash,ALGO,coin_change,0.0,1.0,0.0,0.0,0.0,0.0,,0.0
CC_039,google/gemini-2.5-flash,ALGO,coin_change,1.0,0.0,1.0,0.0,0.0,0.0,,0.0
CC_04,google/gemini-2.5-flash,ALGO,coin_change,1.0,0.0,1.0,0.0,1.0,1.0,,
CC_040,google/gemini-2.5-flash,ALGO,coin_change,1.0,1.0,0.0,0.0,0.0,1.0,,0.0
CC_041,google/gemini-2.5-flash,ALGO,coin_change,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
CC_042,google/gemini-2.5-flash,ALGO,coin_change,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
CC_043,google/gemini-2.5-flash,ALGO,coin_change,1.0,0.0,0.0,0.0,0.0,0.0,,1.0
CC_044,google/gemini-2.5-flash,ALGO,coin_change,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
CC_045,google/gemini-2.5-flash,ALGO,coin_change,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
CC_05,google/gemini-2.5-flash,ALGO,coin_change,0.0,1.0,1.0,1.0,1.0,1.0,,
CC_06,google/gemini-2.5-flash,ALGO,coin_change,0.0,0.0,0.0,0.0,0.0,0.0,,
CC_07,google/gemini-2.5-flash,ALGO,coin_change,0.0,1.0,1.0,1.0,1.0,1.0,,
CC_08,google/gemini-2.5-flash,ALGO,coin_change,0.0,0.0,1.0,1.0,1.0,1.0,,
CC_09,google/gemini-2.5-flash,ALGO,coin_change,0.0,0.0,0.0,0.0,0.0,0.0,,
CC_10,google/gemini-2.5-flash,ALGO,coin_change,0.0,0.0,0.0,0.0,0.0,0.0,,
SP_001,google/gemini-2.5-flash,ALGO,shortest_path,0.0,0.0,0.0,0.0,0.0,0.0,,
SP_002,google/gemini-2.5-flash,ALGO,shortest_path,0.0,1.0,0.0,0.0,0.0,0.0,,
SP_003,google/gemini-2.5-flash,ALGO,shortest_path,0.0,0.0,0.0,0.0,0.0,0.0,,
SP_004,google/gemini-2.5-flash,ALGO,shortest_path,1.0,0.0,0.0,1.0,0.0,1.0,,
SP_005,google/gemini-2.5-flash,ALGO,shortest_path,0.0,0.0,0.0,0.0,0.0,0.0,,
SP_019,google/gemini-2.5-flash,ALGO,shortest_path,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0
SP_020,google/gemini-2.5-flash,ALGO,shortest_path,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0
SP_021,google/gemini-2.5-flash,ALGO,shortest_path,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
SP_023,google/gemini-2.5-flash,ALGO,shortest_path,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
SP_024,google/gemini-2.5-flash,ALGO,shortest_path,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
SP_026,google/gemini-2.5-flash,ALGO,shortest_path,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
SP_027,google/gemini-2.5-flash,ALGO,shortest_path,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
SP_028,google/gemini-2.5-flash,ALGO,shortest_path,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
SP_029,google/gemini-2.5-flash,ALGO,shortest_path,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SP_030,google/gemini-2.5-flash,ALGO,shortest_path,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
SP_031,google/gemini-2.5-flash,ALGO,shortest_path,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
SP_032,google/gemini-2.5-flash,ALGO,shortest_path,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
SP_033,google/gemini-2.5-flash,ALGO,shortest_path,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
SP_034,google/gemini-2.5-flash,ALGO,shortest_path,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0
