id,model,slice,variant,n,old_method,old_lo,old_hi,old_width,new_method,new_lo,new_hi,new_width,width_delta,interval_changed
P1.1.ALGO.CC-chall.Claude.canonical,Claude,CC-chall,canonical,10.0,wilson,0.3967732199795651,0.892210712513788,0.4954374925342229,cluster_bootstrap_10k_seed42,0.0,0.9545454545454546,0.9545454545454546,0.45910796201123166,true
P1.1.ALGO.CC-chall.Claude.W1,Claude,CC-chall,W1,10.0,wilson,0.3967732199795651,0.892210712513788,0.4954374925342229,cluster_bootstrap_10k_seed42,0.0,0.875,0.875,0.3795625074657771,true
P1.1.ALGO.CC-chall.Claude.W2,Claude,CC-chall,W2,10.0,wilson,0.3967732199795651,0.892210712513788,0.4954374925342229,cluster_bootstrap_10k_seed42,0.0,0.9545454545454546,0.9545454545454546,0.45910796201123166,true
P1.1.ALGO.CC-chall.Claude.W3,Claude,CC-chall,W3,10.0,wilson,0.3126695474501864,0.8318224187964902,0.5191528713463038,cluster_bootstrap_10k_seed42,0.0,0.75,0.75,0.23084712865369617,true
P1.1.ALGO.CC-chall.Claude.W4,Claude,CC-chall,W4,10.0,wilson,0.4901568467207233,0.9433190520193068,0.4531622052985835,cluster_bootstrap_10k_seed42,0.0,1.0,1.0,0.5468377947014165,true
P1.1.ALGO.CC-chall.Claude.W5,Claude,CC-chall,W5,0.0,wilson,,,,cluster_bootstrap,,,,,unmapped
P1.1.ALGO.CC-chall.Claude.W6,Claude,CC-chall,W6,0.0,wilson,,,,cluster_bootstrap,,,,,unmapped
P1.1.ALGO.CC-std.Claude.canonical,Claude,CC-std,canonical,15.0,wilson,0.1089727610318281,0.5195088965768675,0.4105361355450394,cluster_bootstrap_10k_seed42,0.0714285714285714,0.4666666666666667,0.3952380952380953,-0.01529804030694415,true
P1.1.ALGO.CC-std.Claude.W1,Claude,CC-std,W1,15.0,wilson,0.2480922525974644,0.6988336984894921,0.4507414458920277,cluster_bootstrap_10k_seed42,0.2,0.7333333333333333,0.5333333333333332,0.08259188744130552,true
P1.1.ALGO.CC-std.Claude.W2,Claude,CC-std,W2,15.0,wilson,0.0118665886061948,0.2981707755242399,0.28630418691804504,cluster_bootstrap_10k_seed42,0.0,0.2307692307692307,0.2307692307692307,-0.055534956148814346,true
P1.1.ALGO.CC-std.Claude.W3,Claude,CC-std,W3,15.0,wilson,0.0704742064361041,0.4518593533465045,0.38138514691040043,cluster_bootstrap_10k_seed42,0.0,0.4166666666666667,0.4166666666666667,0.035281519756266255,true
P1.1.ALGO.CC-std.Claude.W4,Claude,CC-std,W4,15.0,wilson,0.4171312515121297,0.8482389930530876,0.4311077415409579,cluster_bootstrap_10k_seed42,0.4375,0.8666666666666667,0.4291666666666667,-0.001941074874291182,true
P1.1.ALGO.CC-std.Claude.W5,Claude,CC-std,W5,0.0,wilson,,,,cluster_bootstrap,,,,,unmapped
P1.1.ALGO.CC-std.Claude.W6,Claude,CC-std,W6,15.0,wilson,0.0118665886061948,0.2981707755242399,0.28630418691804504,cluster_bootstrap,,,,,unmapped
P1.1.ALGO.SP-chall.Claude.canonical,Claude,SP-chall,canonical,34.0,wilson,0.4791365883001342,0.7851228510470394,0.30598626274690516,cluster_bootstrap_10k_seed42,0.4615384615384615,0.717948717948718,0.2564102564102564,-0.04957600633664877,true
P1.1.ALGO.SP-chall.Claude.W1,Claude,SP-chall,W1,34.0,wilson,0.4504071999938267,0.7610003514839122,0.3105931514900855,cluster_bootstrap_10k_seed42,0.2307692307692307,0.7627118644067796,0.5319426336375488,0.2213494821474633,true
P1.1.ALGO.SP-chall.Claude.W2,Claude,SP-chall,W2,34.0,wilson,0.5084258404811939,0.8086854867354143,0.3002596462542204,cluster_bootstrap_10k_seed42,0.3529411764705882,0.918918918918919,0.5659777424483308,0.26571809619411035,true
P1.1.ALGO.SP-chall.Claude.W3,Claude,SP-chall,W3,34.0,wilson,0.0,0.1015179062196101,0.1015179062196101,cluster_bootstrap_10k_seed42,0.0,0.0,0.0,-0.1015179062196101,true
P1.1.ALGO.SP-chall.Claude.W4,Claude,SP-chall,W4,34.0,wilson,0.6648593225994784,0.9165114439643032,0.25165212136482473,cluster_bootstrap_10k_seed42,0.5294117647058824,0.9534883720930232,0.4240766073871409,0.1724244860223162,true
P1.1.ALGO.SP-chall.Claude.W5,Claude,SP-chall,W5,31.0,wilson,0.0,0.1102590007347538,0.1102590007347538,cluster_bootstrap_10k_seed42,0.0,0.0,0.0,-0.1102590007347538,true
P1.1.ALGO.SP-chall.Claude.W6,Claude,SP-chall,W6,31.0,wilson,0.1370154373686976,0.432464724277151,0.2954492869084534,cluster_bootstrap,,,,,unmapped
P1.1.ALGO.SP-std.Claude.canonical,Claude,SP-std,canonical,21.0,wilson,0.0,0.1546438232642019,0.1546438232642019,cluster_bootstrap_10k_seed42,0.0,0.0,0.0,-0.1546438232642019,true
P1.1.ALGO.SP-std.Claude.W1,Claude,SP-std,W1,21.0,wilson,0.076674406151773,0.4000098653927328,0.3233354592409598,cluster_bootstrap_10k_seed42,0.0416666666666666,0.4117647058823529,0.3700980392156862,0.04676257997472638,true
P1.1.ALGO.SP-std.Claude.W2,Claude,SP-std,W2,21.0,wilson,0.4537307565721029,0.8280546356731631,0.3743238791010602,cluster_bootstrap_10k_seed42,0.4210526315789473,0.875,0.4539473684210526,0.07962348931999241,true
P1.1.ALGO.SP-std.Claude.W3,Claude,SP-std,W3,21.0,wilson,0.0084557694719232,0.2266981658623546,0.21824239639043141,cluster_bootstrap_10k_seed42,0.0,0.1666666666666666,0.1666666666666666,-0.05157572972376481,true
P1.1.ALGO.SP-std.Claude.W4,Claude,SP-std,W4,21.0,wilson,0.7733018341376452,0.9915442305280766,0.21824239639043141,cluster_bootstrap_10k_seed42,0.8571428571428571,1.0,0.1428571428571429,-0.07538525353328851,true
P1.1.ALGO.SP-std.Claude.W5,Claude,SP-std,W5,19.0,wilson,0.0,0.1681843653684505,0.1681843653684505,cluster_bootstrap_10k_seed42,0.0,0.0,0.0,-0.1681843653684505,true
P1.1.ALGO.SP-std.Claude.W6,Claude,SP-std,W6,19.0,wilson,0.0,0.1681843653684505,0.1681843653684505,cluster_bootstrap,,,,,unmapped
P1.1.ALGO.WIS-chall.Claude.canonical,Claude,WIS-chall,canonical,17.0,wilson,0.173094861439049,0.5870003327878818,0.41390547134883277,cluster_bootstrap_10k_seed42,0.0,0.6,0.6,0.1860945286511672,true
P1.1.ALGO.WIS-chall.Claude.W1,Claude,WIS-chall,W1,17.0,wilson,0.0619101371254899,0.4102992901737577,0.3483891530482678,cluster_bootstrap_10k_seed42,0.0,0.3,0.3,-0.0483891530482678,true
P1.1.ALGO.WIS-chall.Claude.W2,Claude,WIS-chall,W2,17.0,wilson,0.0328790800129209,0.3433684249770991,0.3104893449641782,cluster_bootstrap_10k_seed42,0.0,0.5,0.5,0.18951065503582182,true
P1.1.ALGO.WIS-chall.Claude.W3,Claude,WIS-chall,W3,17.0,wilson,0.0,0.1843236603715645,0.1843236603715645,cluster_bootstrap_10k_seed42,0.0,0.0,0.0,-0.1843236603715645,true
P1.1.ALGO.WIS-chall.Claude.W4,Claude,WIS-chall,W4,17.0,wilson,0.0104601306451642,0.269825452035628,0.2593653213904638,cluster_bootstrap_10k_seed42,0.0,0.5,0.5,0.2406346786095362,true
P1.1.ALGO.WIS-chall.Claude.W5,Claude,WIS-chall,W5,0.0,wilson,,,,cluster_bootstrap,,,,,unmapped
P1.1.ALGO.WIS-chall.Claude.W6,Claude,WIS-chall,W6,15.0,wilson,0.0,0.2038892663043478,0.2038892663043478,cluster_bootstrap,,,,,unmapped
P1.1.ALGO.WIS-std.Claude.canonical,Claude,WIS-std,canonical,13.0,wilson,0.0137100663796963,0.3331453392824736,0.3194352729027773,cluster_bootstrap_10k_seed42,0.0,0.2307692307692307,0.2307692307692307,-0.08866604213354659,true
P1.1.ALGO.WIS-std.Claude.W1,Claude,WIS-std,W1,13.0,wilson,0.0817937909246571,0.5025687399512693,0.42077494902661217,cluster_bootstrap_10k_seed42,0.0,0.4615384615384615,0.4615384615384615,0.04076351251184934,true
P1.1.ALGO.WIS-std.Claude.W2,Claude,WIS-std,W2,13.0,wilson,0.0817937909246571,0.5025687399512693,0.42077494902661217,cluster_bootstrap_10k_seed42,0.0,0.4615384615384615,0.4615384615384615,0.04076351251184934,true
P1.1.ALGO.WIS-std.Claude.W3,Claude,WIS-std,W3,13.0,wilson,0.0,0.2281018430552916,0.2281018430552916,cluster_bootstrap_10k_seed42,0.0,0.0,0.0,-0.2281018430552916,true
P1.1.ALGO.WIS-std.Claude.W4,Claude,WIS-std,W4,13.0,wilson,0.0137100663796963,0.3331453392824736,0.3194352729027773,cluster_bootstrap_10k_seed42,0.0,0.2307692307692307,0.2307692307692307,-0.08866604213354659,true
P1.1.ALGO.WIS-std.Claude.W5,Claude,WIS-std,W5,0.0,wilson,,,,cluster_bootstrap,,,,,unmapped
P1.1.ALGO.WIS-std.Claude.W6,Claude,WIS-std,W6,10.0,wilson,0.0,0.2775401687666165,0.2775401687666165,cluster_bootstrap,,,,,unmapped
P1.1.ALGO.CC-chall.GPT-4o.canonical,GPT-4o,CC-chall,canonical,10.0,wilson,0.3126695474501864,0.8318224187964902,0.5191528713463038,cluster_bootstrap_10k_seed42,0.0,0.75,0.75,0.23084712865369617,true
P1.1.ALGO.CC-chall.GPT-4o.W1,GPT-4o,CC-chall,W1,10.0,wilson,0.1681775812035096,0.6873304525498135,0.519152871346304,cluster_bootstrap_10k_seed42,0.0,0.5454545454545454,0.5454545454545454,0.02630167410824147,true
P1.1.ALGO.CC-chall.GPT-4o.W2,GPT-4o,CC-chall,W2,10.0,wilson,0.3126695474501864,0.8318224187964902,0.5191528713463038,cluster_bootstrap_10k_seed42,0.0,0.8181818181818182,0.8181818181818182,0.2990289468355144,true
P1.1.ALGO.CC-chall.GPT-4o.W3,GPT-4o,CC-chall,W3,10.0,wilson,0.0,0.2775401687666165,0.2775401687666165,cluster_bootstrap_10k_seed42,0.0,0.0,0.0,-0.2775401687666165,true
P1.1.ALGO.CC-chall.GPT-4o.W4,GPT-4o,CC-chall,W4,10.0,wilson,0.2365895936154873,0.7634104063845126,0.5268208127690254,cluster_bootstrap_10k_seed42,0.0,0.6818181818181818,0.6818181818181818,0.1549973690491564,true
P1.1.ALGO.CC-chall.GPT-4o.W5,GPT-4o,CC-chall,W5,0.0,wilson,,,,cluster_bootstrap,,,,,unmapped
P1.1.ALGO.CC-chall.GPT-4o.W6,GPT-4o,CC-chall,W6,10.0,wilson,0.1681775812035096,0.6873304525498135,0.519152871346304,cluster_bootstrap,,,,,unmapped
P1.1.ALGO.CC-std.GPT-4o.canonical,GPT-4o,CC-std,canonical,15.0,wilson,0.1089727610318281,0.5195088965768675,0.4105361355450394,cluster_bootstrap_10k_seed42,0.0769230769230769,0.4375,0.3605769230769231,-0.049959212468116354,true
P1.1.ALGO.CC-std.GPT-4o.W1,GPT-4o,CC-std,W1,15.0,wilson,0.1982422808259466,0.642535572434923,0.44429329160897635,cluster_bootstrap_10k_seed42,0.2142857142857142,0.6,0.3857142857142857,-0.05857900589469067,true
P1.1.ALGO.CC-std.GPT-4o.W2,GPT-4o,CC-std,W2,15.0,wilson,0.0,0.2038892663043478,0.2038892663043478,cluster_bootstrap_10k_seed42,0.0,0.0,0.0,-0.2038892663043478,true
P1.1.ALGO.CC-std.GPT-4o.W3,GPT-4o,CC-std,W3,15.0,wilson,0.0118665886061948,0.2981707755242399,0.28630418691804504,cluster_bootstrap_10k_seed42,0.0,0.2,0.2,-0.08630418691804503,true
P1.1.ALGO.CC-std.GPT-4o.W4,GPT-4o,CC-std,W4,15.0,wilson,0.6211750079348376,0.9626395301086408,0.3414645221738032,cluster_bootstrap_10k_seed42,0.6428571428571429,1.0,0.3571428571428571,0.01567833496905391,true
P1.1.ALGO.CC-std.GPT-4o.W5,GPT-4o,CC-std,W5,0.0,wilson,,,,cluster_bootstrap,,,,,unmapped
P1.1.ALGO.CC-std.GPT-4o.W6,GPT-4o,CC-std,W6,15.0,wilson,0.0704742064361041,0.4518593533465045,0.38138514691040043,cluster_bootstrap,,,,,unmapped
P1.1.ALGO.SP-chall.GPT-4o.canonical,GPT-4o,SP-chall,canonical,34.0,wilson,0.2636573778568886,0.5777869585348072,0.31412958067791863,cluster_bootstrap_10k_seed42,0.0384615384615384,0.8888888888888888,0.8504273504273504,0.5362977697494318,true
P1.1.ALGO.SP-chall.GPT-4o.W1,GPT-4o,SP-chall,W1,34.0,wilson,0.3673644042005483,0.6854874836688863,0.31812307946833807,cluster_bootstrap_10k_seed42,0.2941176470588235,0.8888888888888888,0.5947712418300652,0.2766481623617272,true
P1.1.ALGO.SP-chall.GPT-4o.W2,GPT-4o,SP-chall,W2,34.0,wilson,0.0644934638262641,0.3012838817405195,0.23679041791425542,cluster_bootstrap_10k_seed42,0.0,0.2553191489361702,0.2553191489361702,0.01852873102191477,true
P1.1.ALGO.SP-chall.GPT-4o.W3,GPT-4o,SP-chall,W3,34.0,wilson,0.1460102754155379,0.4311746216289845,0.2851643462134466,cluster_bootstrap_10k_seed42,0.0,0.6,0.6,0.31483565378655337,true
P1.1.ALGO.SP-chall.GPT-4o.W4,GPT-4o,SP-chall,W4,34.0,wilson,0.4222130414651927,0.7363426221431113,0.31412958067791863,cluster_bootstrap_10k_seed42,0.1176470588235294,0.9166666666666666,0.7990196078431372,0.48489002716521856,true
P1.1.ALGO.SP-chall.GPT-4o.W5,GPT-4o,SP-chall,W5,31.0,wilson,0.0,0.1102590007347538,0.1102590007347538,cluster_bootstrap_10k_seed42,0.0,0.0,0.0,-0.1102590007347538,true
P1.1.ALGO.SP-chall.GPT-4o.W6,GPT-4o,SP-chall,W6,34.0,wilson,0.1460102754155379,0.4311746216289845,0.2851643462134466,cluster_bootstrap,,,,,unmapped
P1.1.ALGO.SP-std.GPT-4o.canonical,GPT-4o,SP-std,canonical,21.0,wilson,0.500432261771624,0.8618632425437179,0.3614309807720939,cluster_bootstrap_10k_seed42,0.4761904761904761,0.9090909090909092,0.4329004329004329,0.071469452128339,true
P1.1.ALGO.SP-std.GPT-4o.W1,GPT-4o,SP-std,W1,21.0,wilson,0.4537307565721029,0.8280546356731631,0.3743238791010602,cluster_bootstrap_10k_seed42,0.4444444444444444,0.8571428571428571,0.4126984126984127,0.03837453359735249,true
P1.1.ALGO.SP-std.GPT-4o.W2,GPT-4o,SP-std,W2,21.0,wilson,0.0084557694719232,0.2266981658623546,0.21824239639043141,cluster_bootstrap_10k_seed42,0.0,0.1428571428571428,0.1428571428571428,-0.07538525353328862,true
P1.1.ALGO.SP-std.GPT-4o.W3,GPT-4o,SP-std,W3,21.0,wilson,0.2446969948652104,0.6345378370296754,0.38984084216446496,cluster_bootstrap_10k_seed42,0.2272727272727272,0.6190476190476191,0.3917748917748918,0.0019340496104268134,true
P1.1.ALGO.SP-std.GPT-4o.W4,GPT-4o,SP-std,W4,21.0,wilson,0.3236921790026675,0.7165628770323705,0.39287069802970304,cluster_bootstrap_10k_seed42,0.35,0.6956521739130435,0.3456521739130435,-0.047218524116659555,true
P1.1.ALGO.SP-std.GPT-4o.W5,GPT-4o,SP-std,W5,19.0,wilson,0.0,0.1681843653684505,0.1681843653684505,cluster_bootstrap_10k_seed42,0.0,0.0,0.0,-0.1681843653684505,true
P1.1.ALGO.SP-std.GPT-4o.W6,GPT-4o,SP-std,W6,21.0,wilson,0.207507677979825,0.5912170418449848,0.3837093638651598,cluster_bootstrap,,,,,unmapped
P1.1.ALGO.WIS-chall.GPT-4o.canonical,GPT-4o,WIS-chall,canonical,17.0,wilson,0.173094861439049,0.5870003327878818,0.41390547134883277,cluster_bootstrap_10k_seed42,0.0,0.4054054054054054,0.4054054054054054,-0.008500065943427393,true
P1.1.ALGO.WIS-chall.GPT-4o.W1,GPT-4o,WIS-chall,W1,17.0,wilson,0.0619101371254899,0.4102992901737577,0.3483891530482678,cluster_bootstrap_10k_seed42,0.0,0.2432432432432432,0.2432432432432432,-0.10514590980502458,true
P1.1.ALGO.WIS-chall.GPT-4o.W2,GPT-4o,WIS-chall,W2,17.0,wilson,0.0,0.1843236603715645,0.1843236603715645,cluster_bootstrap_10k_seed42,0.0,0.0,0.0,-0.1843236603715645,true
P1.1.ALGO.WIS-chall.GPT-4o.W3,GPT-4o,WIS-chall,W3,17.0,wilson,0.0,0.1843236603715645,0.1843236603715645,cluster_bootstrap_10k_seed42,0.0,0.0,0.0,-0.1843236603715645,true
P1.1.ALGO.WIS-chall.GPT-4o.W4,GPT-4o,WIS-chall,W4,17.0,wilson,0.0,0.1843236603715645,0.1843236603715645,cluster_bootstrap_10k_seed42,0.0,0.0,0.0,-0.1843236603715645,true
P1.1.ALGO.WIS-chall.GPT-4o.W5,GPT-4o,WIS-chall,W5,0.0,wilson,,,,cluster_bootstrap,,,,,unmapped
P1.1.ALGO.WIS-chall.GPT-4o.W6,GPT-4o,WIS-chall,W6,17.0,wilson,0.0,0.1843236603715645,0.1843236603715645,cluster_bootstrap,,,,,unmapped
P1.1.ALGO.WIS-std.GPT-4o.canonical,GPT-4o,WIS-std,canonical,13.0,wilson,0.0432572631827379,0.4223517050863101,0.3790944419035722,cluster_bootstrap_10k_seed42,0.0,0.3846153846153846,0.3846153846153846,0.00552094271181236,true
P1.1.ALGO.WIS-std.GPT-4o.W1,GPT-4o,WIS-std,W1,13.0,wilson,0.0817937909246571,0.5025687399512693,0.42077494902661217,cluster_bootstrap_10k_seed42,0.0,0.4615384615384615,0.4615384615384615,0.04076351251184934,true
P1.1.ALGO.WIS-std.GPT-4o.W2,GPT-4o,WIS-std,W2,13.0,wilson,0.0,0.2281018430552916,0.2281018430552916,cluster_bootstrap_10k_seed42,0.0,0.0,0.0,-0.2281018430552916,true
P1.1.ALGO.WIS-std.GPT-4o.W3,GPT-4o,WIS-std,W3,13.0,wilson,0.0,0.2281018430552916,0.2281018430552916,cluster_bootstrap_10k_seed42,0.0,0.0,0.0,-0.2281018430552916,true
P1.1.ALGO.WIS-std.GPT-4o.W4,GPT-4o,WIS-std,W4,13.0,wilson,0.0,0.2281018430552916,0.2281018430552916,cluster_bootstrap_10k_seed42,0.0,0.0,0.0,-0.2281018430552916,true
P1.1.ALGO.WIS-std.GPT-4o.W5,GPT-4o,WIS-std,W5,0.0,wilson,,,,cluster_bootstrap,,,,,unmapped
P1.1.ALGO.WIS-std.GPT-4o.W6,GPT-4o,WIS-std,W6,13.0,wilson,0.0,0.2281018430552916,0.2281018430552916,cluster_bootstrap,,,,,unmapped
P1.1.ALGO.CC-chall.Llama.canonical,Llama,CC-chall,canonical,10.0,wilson,0.0566809479806933,0.5098431532792765,0.45316220529858325,cluster_bootstrap_10k_seed42,0.0,0.2727272727272727,0.2727272727272727,-0.18043493257131055,true
P1.1.ALGO.CC-chall.Llama.W1,Llama,CC-chall,W1,10.0,wilson,0.0178757495157211,0.4041563854975721,0.38628063598185103,cluster_bootstrap_10k_seed42,0.0,0.1363636363636363,0.1363636363636363,-0.24991699961821473,true
P1.1.ALGO.CC-chall.Llama.W2,Llama,CC-chall,W2,10.0,wilson,0.1681775812035096,0.6873304525498135,0.519152871346304,cluster_bootstrap_10k_seed42,0.0,0.75,0.75,0.23084712865369605,true
