problem_id,model,correct_canonical_variant,parse_failed_canonical,correct_W3,parse_failed_W3,correct_canonical,gave_greedy_answer,any_parse_failed,VAR_canonical,VAR_W3,VRI_gap,problem_subtype,instance_type,greedy_succeeds_expected,critical_step_index,instance_contamination_score,template_contamination_score,difficulty_numeric,CCI,TEP,greedy_assessment_correct,critical_point_identified,cci_alg,cci_crit,match_first,cci_composite,greedy_assessment_correct_bool,critical_point_identified_num,gave_greedy_answer_bool,greedy_succeeds_expected_bool,greedy_succeeds,instance_rank_pct,instance_contamination_half,ACI,missing_core,missing_phase2,parse_failure_or_missing,convergence_label
CC_01,anthropic/claude-sonnet-4,True,False,True,False,True,True,False,1.0,1.0,0.0,coin_change,adversarial,False,0,0.0,1.0,4,0.2666666666666666,0.2,True,False,0.0,0.0,0.0,0.0,True,0.0,True,False,0.0,0.3466666666666667,bottom,0.0,False,False,False,mixed
CC_02,anthropic/claude-sonnet-4,True,False,True,False,True,True,False,1.0,1.0,0.0,coin_change,adversarial,False,0,0.0,1.0,4,0.2666666666666666,0.2,True,False,1.0,0.0,0.0,0.3333333333333333,True,0.0,True,False,0.0,0.3466666666666667,bottom,0.3333333333333333,False,False,False,mixed
CC_03,anthropic/claude-sonnet-4,True,False,True,False,True,True,False,1.0,1.0,0.0,coin_change,adversarial,False,0,0.0,1.0,5,0.2666666666666666,0.2,True,False,1.0,0.0,0.0,0.3333333333333333,True,0.0,True,False,0.0,0.3466666666666667,bottom,0.3333333333333333,False,False,False,mixed
CC_04,anthropic/claude-sonnet-4,True,False,False,False,True,False,False,1.0,0.0,1.0,coin_change,adversarial,False,0,0.0,1.0,6,0.2666666666666666,0.2,True,False,0.0,0.0,0.0,0.0,True,0.0,False,False,1.0,0.3466666666666667,bottom,0.0,False,False,False,mixed
CC_05,anthropic/claude-sonnet-4,True,False,True,False,True,True,False,1.0,1.0,0.0,coin_change,adversarial,False,0,0.0,1.0,5,0.2666666666666666,0.2,True,False,0.0,1.0,1.0,0.6666666666666666,True,0.0,True,False,0.0,0.3466666666666667,bottom,0.6666666666666666,False,False,False,computation_signal
CC_06,anthropic/claude-sonnet-4,False,False,False,False,False,False,False,0.0,0.0,0.0,coin_change,adversarial,False,0,0.0,1.0,5,0.2666666666666666,0.2,True,False,0.0,0.0,0.0,0.0,True,0.0,False,False,1.0,0.3466666666666667,bottom,0.0,False,False,False,mixed
CC_07,anthropic/claude-sonnet-4,True,False,True,False,True,False,False,1.0,1.0,0.0,coin_change,adversarial,False,0,0.0,1.0,5,0.2666666666666666,0.2,,False,1.0,0.0,0.0,0.3333333333333333,,0.0,False,False,1.0,0.3466666666666667,bottom,0.3333333333333333,False,False,False,mixed
CC_08,anthropic/claude-sonnet-4,True,False,False,False,True,True,False,1.0,0.0,1.0,coin_change,adversarial,False,0,0.0,1.0,5,0.2666666666666666,0.2,True,False,0.0,0.0,0.0,0.0,True,0.0,True,False,0.0,0.3466666666666667,bottom,0.0,False,False,False,mixed
CC_09,anthropic/claude-sonnet-4,False,False,False,False,False,False,False,0.0,0.0,0.0,coin_change,adversarial,False,2,0.0,1.0,6,0.2666666666666666,0.2,True,False,0.0,1.0,1.0,0.6666666666666666,True,0.0,False,False,1.0,0.3466666666666667,bottom,0.6666666666666666,False,False,False,mixed
CC_10,anthropic/claude-sonnet-4,False,False,True,False,False,False,False,0.0,1.0,-1.0,coin_change,adversarial,False,3,0.0,1.0,7,0.2666666666666666,0.2,True,False,0.0,0.0,1.0,0.3333333333333333,True,0.0,False,False,1.0,0.3466666666666667,bottom,0.3333333333333333,False,False,False,mixed
SP_001,anthropic/claude-sonnet-4,False,False,False,False,False,,False,0.0,0.0,0.0,shortest_path,adversarial,True,-1,0.0,1.0,23,0.3823529411764705,0.1470588235294117,False,False,,,,,False,0.0,,True,0.0,0.31212121212121213,bottom,,False,True,False,ambiguous
SP_002,anthropic/claude-sonnet-4,False,False,True,False,False,,False,0.0,1.0,-1.0,shortest_path,adversarial,True,-1,0.0,1.0,50,0.3823529411764705,0.1470588235294117,False,False,,,,,False,0.0,,True,0.0,0.31212121212121213,bottom,,False,True,False,ambiguous
SP_003,anthropic/claude-sonnet-4,False,False,False,False,False,False,False,0.0,0.0,0.0,shortest_path,standard,False,1,0.0,1.0,81,0.3823529411764705,0.1470588235294117,True,False,0.0,0.0,0.0,0.0,True,0.0,False,False,1.0,0.31212121212121213,bottom,0.0,False,False,False,mixed
SP_004,anthropic/claude-sonnet-4,True,False,False,False,True,False,False,1.0,0.0,1.0,shortest_path,standard,False,0,0.0,1.0,13,0.3823529411764705,0.1470588235294117,True,False,1.0,0.0,0.0,0.3333333333333333,True,0.0,False,False,1.0,0.31212121212121213,bottom,0.3333333333333333,False,False,False,mixed
SP_005,anthropic/claude-sonnet-4,False,False,False,False,False,False,False,0.0,0.0,0.0,shortest_path,standard,False,1,0.0,1.0,31,0.3823529411764705,0.1470588235294117,True,True,1.0,0.0,0.0,0.3333333333333333,True,1.0,False,False,1.0,0.31212121212121213,bottom,0.3333333333333333,False,False,False,mixed
WIS_001,anthropic/claude-sonnet-4,True,False,False,True,True,,True,1.0,0.0,1.0,wis,adversarial,True,-1,0.0,0.0,10,0.3333333333333333,0.1538461538461538,False,False,,,,,False,0.0,,True,0.0,0.4722222222222222,bottom,,False,True,True,ambiguous
WIS_002,anthropic/claude-sonnet-4,False,False,False,False,False,,False,0.0,0.0,0.0,wis,adversarial,True,-1,0.0,0.0,12,0.3333333333333333,0.1538461538461538,False,False,,,,,False,0.0,,True,0.0,0.4722222222222222,bottom,,False,True,False,ambiguous
WIS_003,anthropic/claude-sonnet-4,False,False,False,False,False,False,False,0.0,0.0,0.0,wis,adversarial,False,0,0.0,0.0,14,0.3333333333333333,0.1538461538461538,True,True,0.0,0.0,0.0,0.0,True,1.0,False,False,1.0,0.4722222222222222,bottom,0.0,False,False,False,mixed
WIS_004,anthropic/claude-sonnet-4,False,False,False,False,False,False,False,0.0,0.0,0.0,wis,adversarial,False,1,0.0,0.0,16,0.3333333333333333,0.1538461538461538,True,True,0.0,0.0,0.0,0.0,True,1.0,False,False,1.0,0.4722222222222222,bottom,0.0,False,False,False,mixed
WIS_005,anthropic/claude-sonnet-4,False,False,False,False,False,,False,0.0,0.0,0.0,wis,adversarial,True,-1,0.0,0.0,18,0.3333333333333333,0.1538461538461538,False,False,,,,,False,0.0,,True,0.0,0.4722222222222222,bottom,,False,True,False,ambiguous
CC_031,anthropic/claude-sonnet-4,False,False,False,True,False,,True,0.0,0.0,0.0,coin_change,standard,True,-1,0.0,0.1094,2,0.2666666666666666,0.2,,False,,,,,,0.0,,True,0.0,0.3466666666666667,bottom,,False,True,True,ambiguous
CC_032,anthropic/claude-sonnet-4,False,False,True,False,False,,False,0.0,1.0,-1.0,coin_change,standard,True,-1,0.0,0.1077,2,0.2666666666666666,0.2,True,False,,,,,True,0.0,,True,0.0,0.3466666666666667,bottom,,False,True,False,ambiguous
CC_033,anthropic/claude-sonnet-4,False,False,False,False,False,,False,0.0,0.0,0.0,coin_change,standard,True,-1,0.6875,0.1094,2,0.2666666666666666,0.2,True,False,,,,,True,0.0,,True,0.0,0.9866666666666667,top,,False,True,False,ambiguous
CC_034,anthropic/claude-sonnet-4,True,False,False,True,True,,True,1.0,0.0,1.0,coin_change,standard,True,-1,0.0,0.1094,2,0.2666666666666666,0.2,,False,,,,,,0.0,,True,0.0,0.3466666666666667,bottom,,False,True,True,ambiguous
CC_035,anthropic/claude-sonnet-4,True,False,True,False,True,,False,1.0,1.0,0.0,coin_change,standard,True,-1,0.6364,0.1094,2,0.2666666666666666,0.2,True,False,,,,,True,0.0,,True,0.0,0.9066666666666666,top,,False,True,False,ambiguous
CC_036,anthropic/claude-sonnet-4,True,False,False,True,True,,True,1.0,0.0,1.0,coin_change,standard,True,-1,0.6667,0.1094,2,0.2666666666666666,0.2,True,False,,,,,True,0.0,,True,0.0,0.9466666666666667,top,,False,True,True,ambiguous
CC_037,anthropic/claude-sonnet-4,False,False,False,True,False,,True,0.0,0.0,0.0,coin_change,standard,True,-1,0.5714,0.1094,2,0.2666666666666666,0.2,True,False,,,,,True,0.0,,True,0.0,0.8666666666666667,top,,False,True,True,ambiguous
CC_038,anthropic/claude-sonnet-4,False,False,False,False,False,,False,0.0,0.0,0.0,coin_change,standard,True,-1,0.5556,0.1094,2,0.2666666666666666,0.2,True,False,,,,,True,0.0,,True,0.0,0.8266666666666667,top,,False,True,False,ambiguous
CC_039,anthropic/claude-sonnet-4,False,False,True,False,False,,False,0.0,1.0,-1.0,coin_change,standard,True,-1,0.0,0.1094,2,0.2666666666666666,0.2,False,False,,,,,False,0.0,,True,0.0,0.3466666666666667,bottom,,False,True,False,ambiguous
CC_040,anthropic/claude-sonnet-4,False,False,False,False,False,,False,0.0,0.0,0.0,coin_change,standard,True,-1,0.0,0.1094,2,0.2666666666666666,0.2,False,False,,,,,False,0.0,,True,0.0,0.3466666666666667,bottom,,False,True,False,ambiguous
CC_041,anthropic/claude-sonnet-4,True,False,False,False,True,,False,1.0,0.0,1.0,coin_change,standard,True,-1,0.0,0.1094,2,0.2666666666666666,0.2,False,False,,,,,False,0.0,,True,0.0,0.3466666666666667,bottom,,False,True,False,ambiguous
CC_042,anthropic/claude-sonnet-4,False,False,False,False,False,,False,0.0,0.0,0.0,coin_change,standard,True,-1,0.5385,0.127,2,0.2666666666666666,0.2,False,False,,,,,False,0.0,,True,0.0,0.7866666666666666,top,,False,True,False,ambiguous
CC_043,anthropic/claude-sonnet-4,False,False,False,True,False,,True,0.0,0.0,0.0,coin_change,standard,True,-1,0.0,0.1094,2,0.2666666666666666,0.2,False,False,,,,,False,0.0,,True,0.0,0.3466666666666667,bottom,,False,True,True,ambiguous
CC_044,anthropic/claude-sonnet-4,False,False,False,False,False,,False,0.0,0.0,0.0,coin_change,standard,True,-1,0.5,0.127,2,0.2666666666666666,0.2,False,False,,,,,False,0.0,,True,0.0,0.7466666666666667,top,,False,True,False,ambiguous
CC_045,anthropic/claude-sonnet-4,False,False,False,False,False,,False,0.0,0.0,0.0,coin_change,standard,True,-1,0.4545,0.127,2,0.2666666666666666,0.2,False,False,,,,,False,0.0,,True,0.0,0.7066666666666667,top,,False,True,False,ambiguous
SP_019,anthropic/claude-sonnet-4,True,False,False,False,True,False,False,1.0,0.0,1.0,shortest_path,standard,False,0,0.5,0.0538,3,0.3823529411764705,0.1470588235294117,True,False,0.0,0.0,0.0,0.0,True,0.0,False,False,1.0,0.7393939393939394,top,0.0,False,False,False,retrieval_signal
SP_020,anthropic/claude-sonnet-4,True,False,False,False,True,False,False,1.0,0.0,1.0,shortest_path,standard,False,0,0.5,0.069,3,0.3823529411764705,0.1470588235294117,True,False,0.0,0.0,0.0,0.0,True,0.0,False,False,1.0,0.7393939393939394,top,0.0,False,False,False,retrieval_signal
SP_021,anthropic/claude-sonnet-4,False,False,False,False,False,False,False,0.0,0.0,0.0,shortest_path,adversarial,False,0,0.0,0.0506,3,0.3823529411764705,0.1470588235294117,True,False,0.0,0.0,0.0,0.0,True,0.0,False,False,1.0,0.31212121212121213,bottom,0.0,False,False,False,mixed
SP_023,anthropic/claude-sonnet-4,False,False,False,False,False,False,False,0.0,0.0,0.0,shortest_path,adversarial,False,0,0.5,0.0732,3,0.3823529411764705,0.1470588235294117,True,False,0.0,1.0,0.0,0.3333333333333333,True,0.0,False,False,1.0,0.7393939393939394,top,0.3333333333333333,False,False,False,mixed
SP_024,anthropic/claude-sonnet-4,True,False,False,False,True,False,False,1.0,0.0,1.0,shortest_path,standard,False,0,0.0,0.0464,3,0.3823529411764705,0.1470588235294117,True,True,1.0,1.0,0.0,0.6666666666666666,True,1.0,False,False,1.0,0.31212121212121213,bottom,0.6666666666666666,False,False,False,mixed
SP_026,anthropic/claude-sonnet-4,True,False,False,False,True,False,False,1.0,0.0,1.0,shortest_path,standard,False,0,0.0,0.0545,3,0.3823529411764705,0.1470588235294117,True,False,0.0,0.0,0.0,0.0,True,0.0,False,False,1.0,0.31212121212121213,bottom,0.0,False,False,False,mixed
SP_027,anthropic/claude-sonnet-4,True,False,False,False,True,False,False,1.0,0.0,1.0,shortest_path,standard,False,0,0.0,0.0538,3,0.3823529411764705,0.1470588235294117,True,False,0.0,1.0,0.0,0.3333333333333333,True,0.0,False,False,1.0,0.31212121212121213,bottom,0.3333333333333333,False,False,False,mixed
SP_028,anthropic/claude-sonnet-4,False,False,False,False,False,False,False,0.0,0.0,0.0,shortest_path,adversarial,False,0,0.0,0.0625,3,0.3823529411764705,0.1470588235294117,True,True,0.0,1.0,0.0,0.3333333333333333,True,1.0,False,False,1.0,0.31212121212121213,bottom,0.3333333333333333,False,False,False,mixed
SP_029,anthropic/claude-sonnet-4,True,False,False,False,True,False,False,1.0,0.0,1.0,shortest_path,standard,False,0,0.0,0.0625,3,0.3823529411764705,0.1470588235294117,True,True,0.0,1.0,0.0,0.3333333333333333,True,1.0,False,False,1.0,0.31212121212121213,bottom,0.3333333333333333,False,False,False,mixed
SP_030,anthropic/claude-sonnet-4,False,False,False,False,False,False,False,0.0,0.0,0.0,shortest_path,adversarial,False,0,0.0,0.0625,3,0.3823529411764705,0.1470588235294117,True,True,1.0,1.0,1.0,1.0,True,1.0,False,False,1.0,0.31212121212121213,bottom,1.0,False,False,False,mixed
SP_031,anthropic/claude-sonnet-4,False,False,False,False,False,,False,0.0,0.0,0.0,shortest_path,adversarial,False,-1,0.0,0.069,3,0.3823529411764705,0.1470588235294117,True,False,,,,,True,0.0,,False,0.0,0.31212121212121213,bottom,,False,True,False,ambiguous
SP_032,anthropic/claude-sonnet-4,False,False,False,False,False,,False,0.0,0.0,0.0,shortest_path,adversarial,False,-1,0.5833,0.0642,3,0.3823529411764705,0.1470588235294117,,False,,,,,,0.0,,False,0.0,0.9939393939393939,top,,False,True,False,ambiguous
SP_033,anthropic/claude-sonnet-4,False,False,False,False,False,,False,0.0,0.0,0.0,shortest_path,adversarial,False,-1,0.5714,0.0642,3,0.3823529411764705,0.1470588235294117,True,False,,,,,True,0.0,,False,0.0,0.9212121212121213,top,,False,True,False,ambiguous
SP_034,anthropic/claude-sonnet-4,False,False,False,False,False,,False,0.0,0.0,0.0,shortest_path,adversarial,False,-1,0.0,0.0642,3,0.3823529411764705,0.1470588235294117,True,False,,,,,True,0.0,,False,0.0,0.31212121212121213,bottom,,False,True,False,ambiguous
SP_035,anthropic/claude-sonnet-4,False,False,False,False,False,,False,0.0,0.0,0.0,shortest_path,adversarial,False,-1,0.0,0.0882,3,0.3823529411764705,0.1470588235294117,True,False,,,,,True,0.0,,False,0.0,0.31212121212121213,bottom,,False,True,False,ambiguous
SP_036,anthropic/claude-sonnet-4,False,False,False,False,False,,False,0.0,0.0,0.0,shortest_path,adversarial,False,-1,0.5714,0.0642,3,0.3823529411764705,0.1470588235294117,True,False,,,,,True,0.0,,False,0.0,0.9212121212121213,top,,False,True,False,ambiguous
SP_037,anthropic/claude-sonnet-4,True,False,False,False,True,False,False,1.0,0.0,1.0,shortest_path,standard,False,0,0.5,0.0538,3,0.3823529411764705,0.1470588235294117,,False,0.0,0.0,0.0,0.0,,0.0,False,False,1.0,0.7393939393939394,top,0.0,False,False,False,retrieval_signal
SP_038,anthropic/claude-sonnet-4,False,False,False,False,False,False,False,0.0,0.0,0.0,shortest_path,adversarial,False,0,0.0,0.0506,3,0.3823529411764705,0.1470588235294117,,True,0.0,0.0,0.0,0.0,,1.0,False,False,1.0,0.31212121212121213,bottom,0.0,False,False,False,mixed
SP_039,anthropic/claude-sonnet-4,False,False,False,False,False,False,False,0.0,0.0,0.0,shortest_path,adversarial,False,0,0.0,0.0506,3,0.3823529411764705,0.1470588235294117,True,True,0.0,0.0,0.0,0.0,True,1.0,False,False,1.0,0.31212121212121213,bottom,0.0,False,False,False,mixed
SP_040,anthropic/claude-sonnet-4,True,False,False,False,True,False,False,1.0,0.0,1.0,shortest_path,standard,False,0,0.0,0.0625,3,0.3823529411764705,0.1470588235294117,True,True,0.0,0.0,0.0,0.0,True,1.0,False,False,1.0,0.31212121212121213,bottom,0.0,False,False,False,mixed
SP_042,anthropic/claude-sonnet-4,False,False,False,False,False,False,False,0.0,0.0,0.0,shortest_path,adversarial,False,0,0.0,0.0545,3,0.3823529411764705,0.1470588235294117,True,False,1.0,1.0,0.0,0.6666666666666666,True,0.0,False,False,1.0,0.31212121212121213,bottom,0.6666666666666666,False,False,False,mixed
SP_044,anthropic/claude-sonnet-4,True,False,False,False,True,False,False,1.0,0.0,1.0,shortest_path,standard,False,0,0.0,0.0584,3,0.3823529411764705,0.1470588235294117,True,True,1.0,1.0,0.0,0.6666666666666666,True,1.0,False,False,1.0,0.31212121212121213,bottom,0.6666666666666666,False,False,False,mixed
SP_045,anthropic/claude-sonnet-4,True,False,False,False,True,False,False,1.0,0.0,1.0,shortest_path,standard,False,0,0.0,0.0538,3,0.3823529411764705,0.1470588235294117,True,True,0.0,1.0,1.0,0.6666666666666666,True,1.0,False,False,1.0,0.31212121212121213,bottom,0.6666666666666666,False,False,False,mixed
SP_046,anthropic/claude-sonnet-4,True,False,False,False,True,False,False,1.0,0.0,1.0,shortest_path,standard,False,0,0.0,0.0625,3,0.3823529411764705,0.1470588235294117,True,True,1.0,1.0,0.0,0.6666666666666666,True,1.0,False,False,1.0,0.31212121212121213,bottom,0.6666666666666666,False,False,False,mixed
SP_047,anthropic/claude-sonnet-4,True,False,False,False,True,False,False,1.0,0.0,1.0,shortest_path,standard,False,0,0.0,0.0538,3,0.3823529411764705,0.1470588235294117,True,True,1.0,1.0,0.0,0.6666666666666666,True,1.0,False,False,1.0,0.31212121212121213,bottom,0.6666666666666666,False,False,False,mixed
SP_048,anthropic/claude-sonnet-4,True,False,False,False,True,False,False,1.0,0.0,1.0,shortest_path,standard,False,0,0.0,0.0625,3,0.3823529411764705,0.1470588235294117,True,True,1.0,1.0,1.0,1.0,True,1.0,False,False,1.0,0.31212121212121213,bottom,1.0,False,False,False,mixed
